11 254
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 4 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 5 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 6 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 7 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 1 14 8 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 4 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 5 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 6 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 7 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 2 14 8 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 4 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 5 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 6 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 7 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 3 14 8 5
1 4 23 2 12
1 5 12 2 11
1 6 12 3 11
1 7 12 3 11
1 8 12 3 11
1 9 15 1 12
1 9 15 2 12
1 9 15 3 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 4 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 5 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 6 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 7 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 9 15 8 12
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 10 34 11 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 11 34 10 23
1 10 14 9 11
1 10 14 9 11
1 10 14 9 11
1 11 14 9 11
1 11 14 9 11
1 11 14 9 11
1 7 123 6 12
